analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
t5uovz0qr2d3e55,MGI:1277178,Fam91a1,C57BL,Early adult,IMPC_EYE_007_001,0.3462001,Cornea
t5wr34uak1mu9lj,MGI:1921850,Mrpl47,C57BL,E9.5,IMPC_OFD_007_001,0.373539,Whole arena resting time
t5x8gtj08w703g5,MGI:1913483,Dmap1,C57BL,Early adult,IMPC_HEM_004_001,0.633746,Hematocrit
t5xb79rl2drn2kd,MGI:1914228,Luc7l,C57BL,Middle aged adult,KMPCLA_OFD_009_001,0.5221076,Whole arena average speed
t5y97l81x6fl84s,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_ACS_006_001,0.3050264,Response amplitude - S
t5yk6b5w2i0a72l,MGI:1278344,Nipsnap1,C57BL,Early adult,ESLIM_016_001_002,0.7613257,Red blood cell count
t614q32mt8pmtmy,MGI:1920081,Dhx30,C57BL,Early adult,IMPC_EYE_092_002,0.4724328,Retina (combined)
t6273k3e9qfn24o,MGI:1914285,Dnajb4,C57BL,Early adult,IMPC_CBC_002_001,0.1536839,Potassium
t6298aov0u77f10,MGI:1918039,Kynu,C57BL,Middle aged adult,IMPC_CBC_017_001,0.352897,Triglycerides
t6338x0y1378jzv,MGI:1197515,Irx1,C57BL,E15.5,M-G-P_013_001_003,0.4307696,Left Retina
t63nu3d12008ha3,MGI:1915751,Nsmce2,C57BL,Early adult,ESLIM_018_001_008,0.2738271,NK cell percentage
t63o6ivsze31cx6,MGI:1917311,Sdr9c7,C57BL,Early adult,ESLIM_007_001_003,0.6894603,Whole arena resting time
t63s5pdy83018q9,MGI:96654,Kcna1,C57BL,Early adult,JAX_PLC_005_001,0.8160866,Free fatty acids
t63ze4a99mhec89,MGI:2143484,Slc6a15,C57BL,Early adult,IMPC_ABR_012_001,0.3637795,30kHz-evoked ABR Threshold
t640zr2xhj0660u,MGI:1914285,Dnajb4,C57BL,Early adult,IMPC_GRS_010_001,0.3749857,Forelimb grip strength normalised against body weight
t64t39bd9bt213z,MGI:1917311,Sdr9c7,C57BL,E15.5,IMPC_HEM_039_001,0.5128164,Large Unstained Cell (LUC) count
t669yit5ig4xw9a,MGI:1916823,Hilpda,C57BL,Early adult,M-G-P_013_001_008,0.2747849,Right Retina Pigmentation
t66mabo93a48g3g,MGI:95413,Ercc2,C57BL,Early adult,IMPC_ACS_037_001,0.06071221,% Pre-pulse inhibition - Global
t66z6z0656cd4fp,MGI:106014,Nudc,C57BL,Early adult,IMPC_GRS_009_001,0.1385071,Forelimb and hindlimb grip strength measurement mean
t689m1q93045x8f,MGI:1918673,Epg5,C57BL,Early adult,IMPC_CBC_004_001,0.6271632,Urea (Blood Urea Nitrogen - BUN)
t698761b1kxn965,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_EYE_092_001,0.4338318,Retina (combined)
t69wf63e89p9i19,MGI:107448,Lyst,C57BL,Early adult,ESLIM_018_001_006,0.08046569,Mature B cells IgD+ percentage
t6b9t2z7hl67778,MGI:2682639,Ddx31,C57BL,E12.5,IMPC_CBC_021_001,0.454369,Lipase
t6e07qfdtg68ant,MGI:2154278,Ankrd6,C57BL,Early adult,ESLIM_007_001_008,0.5112007,Periphery permanence time
t6e91461zoi9pp4,MGI:1925868,Acap2,C57BL,Early adult,JAX_SLW_006_001,0.2499081,Sleep bout lengths standard deviation
t6fh0tw334q239e,MGI:96654,Kcna1,C57BL,Early adult,JAX_LDT_003_001,0.903647,Time mobile light side
t6hin0pvf3p49rx,MGI:1929743,Asb2,C57BL,E12.5,IMPC_OFD_009_001,0.6722584,Whole arena average speed
t6hvhc2dpr8m245,MGI:106014,Nudc,C57BL,Early adult,KMPCLA_CBC_004_001,0.9274489,Urea (Blood Urea Nitrogen - BUN)
t6l0o5k622xgx0f,MGI:2685787,Arhgef33,C57BL,Early adult,ESLIM_007_001_011,0.766012,Centre resting time
t6m210z37x44393,MGI:1915751,Nsmce2,C57BL,E12.5,JAX_SLW_013_001,0.8444567,Breath rate during sleep mean
t6o6314s4723oxw,MGI:2447773,Fam83a,C57BL,Early adult,M-G-P_008_001_012,0.4084185,Tail elevation
t6og593cptf43ec,MGI:2443439,Itgbl1,C57BL,early adult,JAX_LDT_009_001,0.7705213,Percent time in light
t6tvicpgqoq74v2,MGI:2442707,Tmem72,C57BL,Middle aged adult,IMPC_GEM_062_001,0.1119907,Craniofacial morphology
t6v0r1lj621d1p8,MGI:95413,Ercc2,C57BL,Early adult,IMPC_LDT_008_001,0.2940395,Percent time in light
t6x23208j7u6761,MGI:1914615,Pudp,C57BL,Early adult,IMPC_CBC_018_001,0.6394253,Glucose
t6z6d726715di84,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_EYE_017_001,0.7532355,Lens Opacity
t6zq5o39d358626,MGI:2137600,Rcc1l,C57BL,Early adult,IMPC_EYE_010_001,0.121124,Iris/Pupil
t7021u5z1lrh4t6,MGI:1915751,Nsmce2,C57BL,E9.5,IMPC_CSD_016_001,0.7262577,Coat - hair texture / appearance - abdomen
t70685ja2t398r9,MGI:108404,Apbb3,C57BL,Early adult,IMPC_CBC_009_001,0.8812861,Calcium
t70c00i6p258hj7,MGI:2150302,Ddhd1,C57BL,Early adult,JAX_OFD_009_001,0.961712,Whole arena average speed
t7108dk1qci939f,MGI:1916823,Hilpda,C57BL,early adult,JAX_LDT_009_001,0.812409,Percent time in light
t7161xx4w36et8x,MGI:1919669,Fam72a,C57BL,Early adult,JAX_PLC_004_001,0.1135671,Glucose
t723416r4fb7787,MGI:87994,Aldoa,C57BL,E9.5,IMPC_XRY_033_001,0.1398511,Tibia length
t7305wbd2698cfd,MGI:2685483,Gsg1l,C57BL,Early adult,JAX_URI_004_001,0.9492592,Magnesium
t732q9in182zy56,MGI:1914737,Dhx40,C57BL,Early adult,IMPC_GEL_032_001,0.6863923,Embryo Size
t73d76sf38xiy57,MGI:1278344,Nipsnap1,C57BL,Early adult,IMPC_ECH_007_001,0.9345828,LVAWd
t73ob0t57el5k30,MGI:96654,Kcna1,C57BL,early adult,IMPC_FEA_015_001,0.360984,Cue Baseline % Freezing Time
t74k17518jj5k6s,MGI:1920136,Yju2,C57BL,Early adult,JAX_LDT_003_001,0.938955,Time mobile light side
t755wb342g662m8,MGI:1923411,Lamp5,C52BL,Early adult,IMPC_EYE_059_001,0.6172401,Mean right eye lens density
t761e0fg2qhoh2c,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_HWT_008_001,0.427683,Heart weight
t769e6eioh5p0g7,MGI:1341851,Msl3,C57BL,Early adult,JAX_SLW_008_001,0.615253,Light sleep bout lengths standard deviation
t76s94618ld9569,MGI:107448,Lyst,C57BL,Early adult,IMPC_ACS_035_001,0.4669829,% Pre-pulse inhibition - PPI3
t7755bhx7tgd26x,MGI:1920211,Slc17a7,C57BL,Early adult,JAX_OFD_010_001,0.07932778,Periphery distance travelled
t77h1l2n1s0x0j0,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_HEM_034_001,0.3416348,Monocyte cell count
t783e7095m56fu7,MGI:1913483,Dmap1,C57BL,Early adult,IMPC_ECH_005_001,0.3182286,Fractional Shortening
t7896w1y02g93qz,MGI:87994,Aldoa,C57BL,Early adult,IMPC_CBC_058_001,0.2779952,Cholesterol ratio
t78afw8u5a7f886,MGI:1918968,Telo2,C57BL,E9.5,IMPC_HWT_008_001,0.7736761,Heart weight
t791r8582n1p247,MGI:2154278,Ankrd6,C57BL,Early adult,UCD_OWT_029_001,0.1061773,Body length
t7965q8fl5bmwcr,MGI:2684953,Dnah7b,C57BL,Early adult,IMPC_HWT_008_001,0.9237846,Heart weight
t79s75o8qobgh80,MGI:1918968,Telo2,C57BL,E9.5,IMPC_OWT_004_001,0.3852897,Right kidney weight
t7a212665962xa1,MGI:3645933,Tm4sf19,C57BL,Early adult,IMPC_CBC_017_001,0.2385663,Triglycerides
t7b7q5b57s6u832,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_CSD_030_001,0.0000000000002810977,Tremor
t7bb6d571asmvyk,MGI:95751,Glrb,C57BL,E15.5,M-G-P_007_001_005,0.9500837,Whole Arena - average Speed
t7c23t4t6b1px4y,MGI:1920978,Psd,C57BL,Early adult,IMPC_IMM_056_001,0.4368445,NK Subsets (Q3)
t7f9yy0ov4gp738,MGI:1298224,Pip5k1c,C57BL,Early adult,ESLIM_011_001_009,0.6002427,PP3 + pulse startle magnitude
t7g032z32uz4a23,MGI:1916274,Snx15,C57BL,Early adult,JAX_SLW_008_001,0.6243326,Light sleep bout lengths standard deviation
t7i71ab720i3upj,MGI:1926950,Zfp236,C57BL,E9.5,CCP_XRY_031_001,0.2855776,Digit integrity
t7j26rbk8qys934,MGI:2443439,Itgbl1,C57BL,Early adult,IMPC_HEM_003_001,0.251823,Hemoglobin
t7og9cv8sv9rh3f,MGI:1298397,Sncg,C57BL,Early adult,IMPC_HEM_038_001,0.8430809,Basophil differential count
t7p94ih3b799602,MGI:1923411,Lamp5,C57BL,Early adult,IMPC_GEL_024_001,0.4792154,Branchial arch morphology
t7t9d933fgsy330,MGI:1913483,Dmap1,C57BL,E9.5,JAX_SLW_007_001,0.122336,Light sleep bout lengths mean
t7x7g567xr04ae7,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_GRS_010_001,0.8952614,Forelimb grip strength normalised against body weight
t7znl9j353c1b93,MGI:1921850,Mrpl47,C57BL,Early adult,IMPC_DXA_008_001,0.610438,Lean/Body weight
t8026hc2v7u27eq,MGI:2143484,Slc6a15,C57BL,Early adult,IMPC_DXA_002_001,0.1594918,Fat mass
t80b8mhh397d7m1,MGI:1918968,Telo2,C57BL,Early adult,IMPC_CSD_033_001,0.2608489,Gait
t813709a90t5210,MGI:1926950,Zfp236,C57BL,E15.5,ESLIM_011_001_009,0.4968388,PP3 + pulse startle magnitude
t82757a9mwn371q,MGI:2442144,Taf5,C57BL,Early adult,IMPC_EYE_016_001,0.6613295,Lens
t82y62aj66h201b,MGI:3769724,Tomt,C57BL,Early adult,ESLIM_008_001_001,0.9844384,Body position
t831x3268w7dv0a,MGI:1920081,Dhx30,C57BL,Early adult,KMPCLA_CSD_011_001,0.7933096,Coat - hair distribution - back
t8321t6dyk4s3q6,MGI:1913483,Dmap1,C57BL,Early adult,ESLIM_007_001_003,0.5673259,Whole arena resting time
t8359e950695do2,MGI:95751,Glrb,C57BL,Early adult,IMPC_FEA_015_001,0.6220468,Cue Baseline % Freezing Time
t8399z7d2887pmh,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_CSD_037_001,0.5669061,Unexpected behaviors
t8467ai8l13e951,MGI:1914615,Pudp,C57BL,Early adult,IMPC_CSD_078_001,0.261819,Vocalization
t849bnc6493u26y,MGI:2685483,Gsg1l,C57BL,Early adult,IMPC_CBC_004_001,0.704927,Urea (Blood Urea Nitrogen - BUN)
t85nf52720qa75p,MGI:1929743,Asb2,C57BL,E12.5,IMPC_EYE_062_001,0.6442996,Right total retinal thickness
t86088eb59m9l64,MGI:107448,Lyst,C57BL,Early adult,IMPC_CBC_013_001,0.4859217,Alanine aminotransferase
t865cx1998w1zlj,MGI:108404,Apbb3,C57BL,Early adult,ESLIM_019_001_007,0.178254,IgE
t8709105xup55xn,MGI:1923411,Lamp5,C57BL,Early adult,KMPCLA_CSD_005_001,0.7905394,Coat - color - back
t874u3ia6d47b84,MGI:95791,Got1,C57BL,Early adult,IMPC_OFD_013_001,0.5531834,Periphery average speed
t8773w91za8lg3b,MGI:2684953,Dnah7b,C57BL,Early adult,IMPC_IPG_011_001,0.864224,Initial response to glucose challenge
t87eunw2z9505w2,MGI:1918673,Epg5,C57BL,Early adult,JAX_OFD_014_001,0.4153341,Center distance travelled
t880r01j4360r82,MGI:1920081,Dhx30,C57BL,E12.5,ESLIM_008_001_008,0.3894832,Locomotor activity
t885j4sl8780930,MGI:1934754,Kars1,C57BL,E12.5,ESLIM_018_001_008,0.8258824,NK cell percentage
t88r88373i56168,MGI:2442707,Tmem72,C57BL,Early adult,IMPC_CBC_002_001,0.3176928,Potassium
t894095y2m84co1,MGI:2145316,Txndc5,C57BL,Early adult,IMPC_GEL_032_001,0.8284961,Embryo Size
t8957nxq80694zk,MGI:1934754,Kars1,C57BL,Early adult,ESLIM_019_001_001,0.5207462,IgM
t899t88r418g98u,MGI:1914391,Fbxo5,C57BL,E9.5,M-G-P_013_001_003,NA,Left Retina
t8cm29m57gn1b4b,MGI:2384902,Rnpep,C57BL,Early adult,IMPC_CBC_009_001,0.9553159,Calcium
t8ded049wj7b13w,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_GRS_010_001,0.4188864,Forelimb grip strength normalised against body weight
t8f8hh59i5uuju8,MGI:1277178,Fam91a1,C57BL,E18.5,IMPC_OFD_007_001,0.5523179,Whole arena resting time
t8fd91q2a832694,MGI:1926950,Zfp236,C57BL,E15.5,CCP_XRY_063_001,0.8350307,Cervical processes
t8g99h146285njj,MGI:1298397,Sncg,C57BL,Late adult,KMPCLA_OFD_020_001,0.8816703,Distance travelled - total
t8h8l2d2182hy0m,MGI:1920136,Yju2,C57BL,E12.5,KMPCLA_CSD_005_001,0.8888502,Coat - color - back
t8i533k08yn9n14,MGI:97601,Prkcq,C57BL,Early adult,IMPC_CBC_011_001,0.6427161,Iron
t8jbq878h62n224,MGI:1915751,Nsmce2,C57BL,E9.5,IMPC_CBC_008_001,0.229883,Total bilirubin
t8ku5q7890z9nm8,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_GRS_010_001,0.4889571,Forelimb grip strength normalised against body weight
t8mo427siole19g,MGI:95751,Glrb,C57BL,E15.5,IMPC_DXA_002_001,0.4970082,Fat mass
t8o6ats6x4c40ph,MGI:2141861,Ap2s1,C57BL,E12.5,IMPC_IMM_054_001,0.5587067,NK Subsets (Q1)
t8q1zki0n2jka57,MGI:1913483,Dmap1,C57BL,E9.5,IMPC_OFD_016_001,0.5544615,Center permanence time
t8q9un5k7c4lun6,MGI:1921850,Mrpl47,C57BL,E12.5,JAX_SLW_006_001,0.673396,Sleep bout lengths standard deviation
t8r5u9mja29h673,MGI:1919066,Rnf180,C57BL,Early adult,IMPC_OFD_013_001,0.3481286,Periphery average speed
t8vi78l6384420z,MGI:87870,Acat1,C57BL,Early adult,M-G-P_026_001_007,0.8525613,Skin pigmentation
t8wdqjd8289un60,MGI:107416,Supt4a,C57BL,Early adult,HRWLLA_EYE_092_001,0.3920812,Retina (combined)
t91fyzd672aq206,MGI:2148801,Afg1l,C57BL,Late adult,M-G-P_013_001_008,0.5312287,Right Retina Pigmentation
t91r74j8yd6b1ph,MGI:2684953,Dnah7b,C57BL,Early adult,IMPC_CSD_033_001,0.147351,Gait
t92327203488xwo,MGI:1919669,Fam72a,C57BL,Early adult,IMPC_CSD_007_001,0.6085045,Coat - color - abdomen
t92gea3f5dejzil,MGI:2384902,Rnpep,C57BL,Early adult,JAX_URI_004_001,NA,Magnesium
t92lbe9lo6gts33,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_FEA_015_001,0.4443794,Cue Baseline % Freezing Time
t92x53g367j46h4,MGI:2148801,Afg1l,C57BL,Middle aged adult,IMPC_ECH_005_001,0.4700222,Fractional Shortening
t931m1pp2m24r9x,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_CSD_005_001,0.5217482,Coat - color - back
t937ux04797a60f,MGI:3039629,Slc17a8,C57BL,Early adult,JAX_OFD_014_001,0.4590356,Center distance travelled
t9415q2se54176y,MGI:1858259,Tomm40,C57BL,Early adult,IMPC_CSD_030_001,0.6491728,Tremor
t9433r8aobuq33x,MGI:2685483,Gsg1l,C57BL,Early adult,M-G-P_008_001_012,0.1484725,Tail elevation
t94dby38pr7gxb3,MGI:1918673,Epg5,C57BL,Early adult,IMPC_OFD_022_001,0.3222629,Percentage center time
t95il510pc23z8q,MGI:97601,Prkcq,C57BL,Early adult,KMPCLA_CSD_008_001,0.4453271,Coat - color pattern - back
t95l2ppblr1fy4j,MGI:1915751,Nsmce2,C57BL,E9.5,KMPCLA_CSD_008_001,0.2111093,Coat - color pattern - back
t960dgqb88m7y47,MGI:2682639,Ddx31,C57BL,Early adult,IMPC_EYE_007_001,NA,Cornea
t972v67178l59s1,MGI:1298397,Sncg,C57BL,Late adult,JAX_LDT_003_001,0.6187345,Time mobile light side
t97u0b53yysq150,MGI:2148801,Afg1l,C57BL,Late adult,ESLIM_018_001_006,0.7655835,Mature B cells IgD+ percentage
t984vc01e611294,MGI:2141861,Ap2s1,C57BL,E9.5,KMPCLA_GRS_010_001,0.8164931,Forelimb grip strength normalised against body weight
t989m0s81lg993o,MGI:1934754,Kars1,C57BL,E9.5,ESLIM_007_001_008,0.1014157,Periphery permanence time
t995kb45dt10h03,MGI:1934754,Kars1,C57BL,E9.5,IMPC_OFD_011_001,0.7263381,Periphery resting time
t998aen069gee4z,MGI:1298397,Sncg,C57BL,Early adult,IMPC_EYE_092_002,0.8529408,Retina (combined)
t9992znj9640290,MGI:1914545,Rab3c,C57BL,Early adult,ESLIM_007_001_012,0.7111144,Centre permanence time
t99jc7892vv74rs,MGI:2443439,Itgbl1,C57BL,Early adult,IMPC_HEM_034_001,0.3300105,Monocyte cell count
t9enkmgdv5310h1,MGI:106014,Nudc,C57BL,Early adult,IMPC_ECH_004_001,0.2308894,Ejection Fraction
t9gb233w6s9l3c1,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_CSD_005_001,0.320878,Coat - color - back
t9i55e2j112pq19,MGI:1298397,Sncg,C57BL,Early adult,IMPC_HEM_027_001,0.8314975,Red blood cell distribution width
t9iye1498jis26o,MGI:1934754,Kars1,C57BL,E12.5,IMPC_CBC_004_001,0.9132194,Urea (Blood Urea Nitrogen - BUN)
t9j6g93z53i99r9,MGI:1918039,Kynu,C57BL,Middle aged adult,ESLIM_015_001_018,0.1931165,Triglyceride
t9k5vus988gc18c,MGI:87870,Acat1,C57BL,Early adult,JAX_PLC_005_001,0.6810101,Free fatty acids
t9k696yk3x0nz23,MGI:87994,Aldoa,C57BL,Early adult,IMPC_OFD_007_001,0.5285663,Whole arena resting time
t9nqd5o8rxyt6u1,MGI:2443439,Itgbl1,C57BL,Early adult,IMPC_ABR_004_001,0.312144,6kHz-evoked ABR Threshold
t9t0665120y99at,MGI:2137600,Rcc1l,C57BL,Early adult,IMPC_HEM_007_001,0.6870801,Mean cell hemoglobin concentration
t9vi7hdf262275k,MGI:1277178,Fam91a1,C57BL,Early adult,JAX_LDT_008_001,0.7473497,Percent time in dark
t9xo8kg6605rh8w,MGI:1920136,Yju2,C57BL,E9.5,JAXLA_CSD_007_001,0.282515,Coat - color - abdomen
t9z20d10581qc68,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_HEM_032_001,0.7352101,Lymphocyte cell count
ta27j9urusq472c,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_GEO_069_001,0.3673652,Delayed embryonic development
ta2u848w99580u1,MGI:3650333,Krtap9-5,C57BL,Early adult,M-G-P_007_001_009,0.8547288,Periphery - average Speed
ta32tq05i204409,MGI:2137354,Trim9,C57BL,Early adult,IMPC_OFD_011_001,0.4973445,Periphery resting time
ta38009p0m9l5fu,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_HEM_036_001,0.7361939,Eosinophil cell count
ta46d87855brcay,MGI:96080,Mst1,C57BL,Early adult,KMPCLA_CSD_005_001,0.7037027,Coat - color - back
ta4gh8185z58yrz,MGI:1298397,Sncg,C57BL,Early adult,ESLIM_019_001_007,0.4399575,IgE
ta4p9dk43vj30gm,MGI:107416,Supt4a,C57BL,E9.5,IMPC_CSD_016_001,0.6884604,Coat - hair texture / appearance - abdomen
ta843q7ypn8661y,MGI:97616,Plcg2,C3H,Early adult,ESLIM_016_001_006,0.8713166,Mean corpuscular haemoglobin
ta91023186m4583,MGI:1920211,Slc17a7,C57BL,E18.5,IMPC_CSD_030_001,0.3306173,Tremor
tad88r9f3m80q50,MGI:1277178,Fam91a1,C57BL,E18.5,IMPC_CSD_029_001,0.9819792,Activity (body position)
tagso99846k2vga,MGI:2682639,Ddx31,C57BL,E12.5,KMPCLA_GRS_011_001,0.4031289,Forelimb and hindlimb grip strength normalised against body weight
talooz99mv895t5,MGI:96654,Kcna1,C57BL,NA,IMPC_CSD_078_001,0.06941075,Vocalization
tam784130ezyv0k,MGI:96654,Kcna1,C57BL,Early adult,IMPC_OFD_022_001,0.6000748,Percentage center time
tamo66wt648ct8c,MGI:1341796,Pla2g2d,C57BL,Early adult,M-G-P_013_001_003,0.8882977,Left Retina
tar1142yj3423t0,MGI:2685787,Arhgef33,C57BL,Early adult,ESLIM_019_001_002,0.5025198,IgG3
tav71b482q643ms,MGI:95751,Glrb,C57BL,E15.5,IMPC_ABR_004_001,0.7421756,6kHz-evoked ABR Threshold
taw2k9vl0513224,MGI:1914805,Mgat4d,C57BL,Early adult,IMPC_CBC_011_001,0.621307,Iron
tb3tp9vaqx2771m,MGI:2685787,Arhgef33,C57BL,Early adult,CCP_XRY_063_001,0.6252416,Cervical processes
tbaw58wr8pu8k0w,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_OFD_011_001,0.3996447,Periphery resting time
tbc6a9zbue4rfa7,MGI:2443047,Ttll1,C57BL,Early adult,IMPC_HEM_007_001,0.9499881,Mean cell hemoglobin concentration
tbmwa4z2ks7142r,MGI:95675,Gch1,C57BL,Early adult,IMPC_IPG_010_001,0.429119,Fasted blood glucose concentration
tbp2q70d65915x5,MGI:1926950,Zfp236,C57BL,E15.5,IMPC_CBC_017_001,0.9668008,Triglycerides
tbx5o50r1wg0653,MGI:1914738,Calcoco1,C57BL,Early adult,JAX_OFD_021_001,0.07998363,Number of rears - total
tbzf5vb8932hizn,MGI:2447773,Fam83a,C57BL,Early adult,JAX_LDT_006_001,0.1798299,Fecal boli
tc2zo1cx0s3z2y8,MGI:1920136,Yju2,C57BL,Early adult,CCP_XRY_031_001,0.2274016,Digit integrity
tc30z13i24ckm37,MGI:2148801,Afg1l,C57BL,Middle aged adult,IMPC_ABR_010_001,0.4421948,24kHz-evoked ABR Threshold
tc3ui50v9fnj241,MGI:1277178,Fam91a1,C57BL,Early adult,IMPC_CSD_006_001,0.9627866,Coat - color - head
tc5565v20s4u3x7,MGI:107416,Supt4a,C57BL,E9.5,ESLIM_005_001_004,0.5926949,Bone Mineral Density (excluding skull)
tc6259z3i8puw8e,MGI:1858259,Tomm40,C57BL,Early adult,IMPC_HEM_032_001,0.3219843,Lymphocyte cell count
tc6c0e3t7lqe192,MGI:1860835,Ak3,C57BL,Early adult,IMPC_CBC_058_001,NA,Cholesterol ratio
tc91564n6e818p8,MGI:107416,Supt4a,C57BL,E9.5,IMPC_CSD_010_001,0.6134052,Coat - color pattern - abdomen
tch8s1967jutc2r,MGI:96654,Kcna1,C57BL,NA,KMPCLA_CBC_004_001,0.06413404,Urea (Blood Urea Nitrogen - BUN)
tcr73d2j0ldrv7y,MGI:1298224,Pip5k1c,C57BL,E18.5,IMPC_OFD_021_001,0.5259686,Number of rears - total
tct54s3ejxiov8d,MGI:2143484,Slc6a15,C57BL,Early adult,IMPC_OFD_010_001,0.2442528,Periphery distance travelled
tcuaxz59t620970,MGI:103032,Scg3,C57BL,Early adult,ESLIM_007_001_012,0.9907446,Centre permanence time
td0h6cnk7mvo91x,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_OFD_050_001,0.1560054,Percentage center movement time
td147s349zu1kto,MGI:2443778,Cfap69,C57BL,Early adult,ESLIM_007_001_008,0.1329702,Periphery permanence time
td152a63784w8c6,MGI:96654,Kcna1,C57BL,Early adult,IMPC_OFD_019_001,0.6483692,Number of center entries
td6v4tv2z2v6nij,MGI:1921358,Parn,C57BL,Early adult,JAX_LDT_006_001,0.5771042,Fecal boli
td905lqk4514117,MGI:1914228,Luc7l,C57BL,Late adult,KMPCIP_CSD_008_001,0.6170402,Coat - color pattern - back
td9u9q5387zife9,MGI:2443439,Itgbl1,C57BL,Early adult,IMPC_GEL_063_001,0.3514969,Delayed embryonic development
tds5lzpn5p33f75,MGI:1914228,Luc7l,C57BL,Late adult,M-G-P_007_001_009,0.07663761,Periphery - average Speed
tdu1kd1052x811t,MGI:1197515,Irx1,C57BL,E15.5,IMPC_ACS_035_001,0.05935685,% Pre-pulse inhibition - PPI3
te0131905p84643,MGI:1914805,Mgat4d,C57BL,Early adult,M-G-P_013_001_007,0.1263655,Right Retina
te28t53zw69w2v1,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_CBC_023_001,0.5422165,Alpha-amylase
te37xry591hrz82,MGI:1915751,Nsmce2,C57BL,Late adult,ESLIM_008_001_008,0.952125,Locomotor activity
te8g48qe8774w1n,MGI:2442707,Tmem72,C57BL,Middle aged adult,JAX_SLW_008_001,0.5043743,Light sleep bout lengths standard deviation
teady8x19ob9srj,MGI:2685483,Gsg1l,C57BL,Late adult,IMPC_CSD_036_001,0.5323416,Startle response
teb53c15jzz6xlp,MGI:2444024,Rinl,C57BL,Early adult,IMPC_IPG_011_001,0.370679,Initial response to glucose challenge
tei2phi1ryn9148,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_EYE_023_001,0.8171083,Optic Disc
tei7px9y54vj416,MGI:1920136,Yju2,C57BL,e9.5,JAX_PLC_004_001,0.6207666,Glucose
teu2x8j7zs63285,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_FEA_015_001,0.8164399,Cue Baseline % Freezing Time
tf4l03xadp11lj2,MGI:95751,Glrb,C57BL,Early adult,HRWL_OWT_001_001,0.805265,Spleen weight
tf5qjbwr37a600e,MGI:2384902,Rnpep,C57BL,Early adult,ESLIM_008_001_001,0.1608004,Body position
tf97b1j77o2373m,MGI:2442707,Tmem72,C57BL,Late adult,ESLIM_019_001_007,0.4581551,IgE
tfc48tu949d9e33,MGI:1915751,Nsmce2,C57BL,E9.5,IMPC_ABR_002_001,NA,Click-evoked ABR threshold
tff9154j88xbq9p,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_EYE_016_001,0.8811286,Lens
tffaq536vm89qnk,MGI:1926950,Zfp236,C57BL,Early adult,IMPC_HEM_005_001,0.348494,Mean cell volume
tfs8a407iq4l8g0,MGI:2682639,Ddx31,C57BL,E9.5,IMPC_EYE_017_001,0.6097874,Lens Opacity
tfz523941odm29o,MGI:3039629,Slc17a8,C57BL,Early adult,JAX_OFD_009_001,0.6506997,Whole arena average speed
tg077880h1y6l33,MGI:95751,Glrb,C57BL,Early adult,M-G-P_013_001_007,0.8517642,Right Retina
tg0n09cm62a25d6,MGI:1929743,Asb2,C57BL,Early adult,IMPC_ACS_033_001,0.4154159,% Pre-pulse inhibition - PPI1
tg3c95499f53ji1,MGI:1926950,Zfp236,C57BL,Late adult,IMPC_ACS_035_001,0.8707032,% Pre-pulse inhibition - PPI3
tg3kr1c75ngji40,MGI:1914737,Dhx40,C57BL,Early adult,IMPC_CBC_012_001,0.2742282,Aspartate aminotransferase
tg5b0x5q7w188xy,MGI:2442707,Tmem72,C57BL,Late adult,CCP_XRY_031_001,0.5977659,Digit integrity
tg9366t9o2o90v3,MGI:2442707,Tmem72,C57BL,Middle aged adult,IMPC_CBC_008_001,0.8076557,Total bilirubin
tgb16lh60rj3bm6,MGI:2444612,Klhdc7a,C57BL,Early adult,IMPC_OFD_050_001,0.3895459,Percentage center movement time
tgelf1sh4d9nm6b,MGI:1918039,Kynu,C57BL,Early adult,M-G-P_013_001_003,0.6607555,Left Retina
tgh544m29k430d7,MGI:1916274,Snx15,C57BL,Early adult,ESLIM_016_001_002,0.5477305,Red blood cell count
