"","impcParameterOrigId","name","description","parameterId"
"4459",23810,"Epididymis - Significance score",NA,"IMPC_HIS_203_001"
"4460",23811,"Prostate - Significance score",NA,"IMPC_HIS_204_001"
"4461",23812,"Seminal vesicle - Significance score",NA,"IMPC_HIS_205_001"
"4462",23813,"Ovary - Significance score",NA,"IMPC_HIS_206_001"
"4463",23814,"Uterus - Significance score",NA,"IMPC_HIS_207_001"
"4464",23815,"Experimenter ID",NA,"IMPC_HIS_208_001"
"4465",23816,"Salivary gland - MPATH diagnostic term",NA,"IMPC_HIS_209_001"
"4466",23817,"Salivary gland - Free text diagnostic term",NA,"IMPC_HIS_210_001"
"4467",23818,"Salivary gland - MPATH process term",NA,"IMPC_HIS_211_001"
"4468",23819,"Salivary gland - Severity score",NA,"IMPC_HIS_212_001"
"4469",23820,"Salivary gland - Descriptor PATO",NA,"IMPC_HIS_213_001"
"4470",23821,"Salivary gland - Description",NA,"IMPC_HIS_214_001"
"4471",23822,"Salivary gland - Significance score",NA,"IMPC_HIS_215_001"
"4472",23823,"Sternum - MPATH diagnostic term",NA,"IMPC_HIS_216_001"
"4473",23824,"Sternum - Free text diagnostic term",NA,"IMPC_HIS_217_001"
"4474",23825,"Sternum - MPATH process term",NA,"IMPC_HIS_218_001"
"4475",23826,"Sternum - Severity score",NA,"IMPC_HIS_219_001"
"4476",23827,"Sternum - Descriptor PATO",NA,"IMPC_HIS_220_001"
"4477",23828,"Sternum - Description",NA,"IMPC_HIS_221_001"
"4478",23829,"Sternum - Significance score",NA,"IMPC_HIS_222_001"
"4479",23830,"Femur - MPATH diagnostic term",NA,"IMPC_HIS_223_001"
"4480",23831,"Femur - Free text diagnostic term",NA,"IMPC_HIS_224_001"
"4481",23832,"Femur - MPATH process term",NA,"IMPC_HIS_225_001"
"4482",23833,"Femur - Severity score",NA,"IMPC_HIS_226_001"
"4483",23834,"Femur - Descriptor PATO",NA,"IMPC_HIS_227_001"
"4484",23835,"Femur - Description",NA,"IMPC_HIS_228_001"
"4485",23836,"Femur - Significance score",NA,"IMPC_HIS_229_001"
"4486",23837,"Bone marrow - MPATH diagnostic term",NA,"IMPC_HIS_230_001"
"4487",23838,"Bone marrow - Free text diagnostic term",NA,"IMPC_HIS_231_001"
"4488",23839,"Bone marrow - MPATH process term",NA,"IMPC_HIS_232_001"
"4489",23840,"Bone marrow - Severity score",NA,"IMPC_HIS_233_001"
"4490",23841,"Bone marrow - Descriptor PATO",NA,"IMPC_HIS_234_001"
"4491",23842,"Bone marrow - Description",NA,"IMPC_HIS_235_001"
"4492",23843,"Bone marrow - Significance score",NA,"IMPC_HIS_236_001"
"4493",23844,"Brown adipose tissue - MPATH diagnostic term",NA,"IMPC_HIS_237_001"
"4494",23845,"Brown adipose tissue - Free text diagnostic term",NA,"IMPC_HIS_238_001"
"4495",23846,"Brown adipose tissue - MPATH process term",NA,"IMPC_HIS_239_001"
"4496",23847,"Brown adipose tissue - Severity score",NA,"IMPC_HIS_240_001"
"4497",23848,"Brown adipose tissue - Descriptor PATO",NA,"IMPC_HIS_241_001"
"4498",23849,"Brown adipose tissue - Description",NA,"IMPC_HIS_242_001"
"4499",23850,"Brown adipose tissue - Significance score",NA,"IMPC_HIS_243_001"
"4500",23851,"Tibia - MPATH diagnostic term",NA,"IMPC_HIS_244_001"
"4501",23852,"Tibia - Free text diagnostic term",NA,"IMPC_HIS_245_001"
"4502",23853,"Tibia - MPATH process term",NA,"IMPC_HIS_246_001"
"4503",23854,"Tibia - Severity score",NA,"IMPC_HIS_247_001"
"4504",23855,"Tibia - Descriptor PATO",NA,"IMPC_HIS_248_001"
"4505",23856,"Tibia - Description",NA,"IMPC_HIS_249_001"
"4506",23857,"Tibia - Significance score",NA,"IMPC_HIS_250_001"
"4507",23858,"Knee joint - MPATH diagnostic term",NA,"IMPC_HIS_251_001"
"4508",23859,"Knee joint - Free text diagnostic term",NA,"IMPC_HIS_252_001"
"4509",23860,"Knee joint - MPATH process term",NA,"IMPC_HIS_253_001"
"4510",23861,"Knee joint - Severity score",NA,"IMPC_HIS_254_001"
"4511",23862,"Knee joint - Descriptor PATO",NA,"IMPC_HIS_255_001"
"4512",23863,"Knee joint - Description",NA,"IMPC_HIS_256_001"
"4513",23864,"Knee joint - Significance score",NA,"IMPC_HIS_257_001"
"4514",23865,"Trigeminal V nerve - MPATH diagnostic term",NA,"IMPC_HIS_258_001"
"4515",23866,"Trigeminal V nerve - Free text diagnostic term",NA,"IMPC_HIS_259_001"
"4516",23867,"Trigeminal V nerve - MPATH process term",NA,"IMPC_HIS_260_001"
"4517",23868,"Trigeminal V nerve - Severity score",NA,"IMPC_HIS_261_001"
"4518",23869,"Trigeminal V nerve - Descriptor PATO",NA,"IMPC_HIS_262_001"
"4519",23870,"Trigeminal V nerve - Description",NA,"IMPC_HIS_263_001"
"4520",23871,"Trigeminal V nerve - Significance score",NA,"IMPC_HIS_264_001"
"4521",23872,"Nasal cavity - MPATH diagnostic term",NA,"IMPC_HIS_265_001"
"4522",23873,"Nasal cavity - Free text diagnostic term",NA,"IMPC_HIS_266_001"
"4523",23874,"Nasal cavity - MPATH process term",NA,"IMPC_HIS_267_001"
"4524",23875,"Nasal cavity - Severity score",NA,"IMPC_HIS_268_001"
"4525",23876,"Nasal cavity - Descriptor PATO",NA,"IMPC_HIS_269_001"
"4526",23877,"Nasal cavity - Description",NA,"IMPC_HIS_270_001"
"4527",23878,"Nasal cavity - Significance score",NA,"IMPC_HIS_271_001"
"4528",23879,"Ear - MPATH diagnostic term",NA,"IMPC_HIS_272_001"
"4529",23880,"Ear - Free text diagnostic term",NA,"IMPC_HIS_273_001"
"4530",23881,"Ear - MPATH process term",NA,"IMPC_HIS_274_001"
"4531",23882,"Ear - Severity score",NA,"IMPC_HIS_275_001"
"4532",23883,"Ear - Descriptor PATO",NA,"IMPC_HIS_276_001"
"4533",23884,"Ear - Description",NA,"IMPC_HIS_277_001"
"4534",23885,"Ear - Significance score",NA,"IMPC_HIS_278_001"
"4535",23886,"Tooth - MPATH diagnostic term",NA,"IMPC_HIS_279_001"
"4536",23887,"Tooth - Free text diagnostic term",NA,"IMPC_HIS_280_001"
"4537",23888,"Tooth - MPATH process term",NA,"IMPC_HIS_281_001"
"4538",23889,"Tooth - Severity score",NA,"IMPC_HIS_282_001"
"4539",23890,"Tooth - Descriptor PATO",NA,"IMPC_HIS_283_001"
"4540",23891,"Tooth - Description",NA,"IMPC_HIS_284_001"
"4541",23892,"Tooth - Significance score",NA,"IMPC_HIS_285_001"
"4542",23893,"Tongue - MPATH diagnostic term",NA,"IMPC_HIS_286_001"
"4543",23894,"Tongue - Free text diagnostic term",NA,"IMPC_HIS_287_001"
"4544",23895,"Tongue - MPATH process term",NA,"IMPC_HIS_288_001"
"4545",23896,"Tongue - Severity score",NA,"IMPC_HIS_289_001"
"4546",23897,"Tongue - Descriptor PATO",NA,"IMPC_HIS_290_001"
"4547",23898,"Tongue - Description",NA,"IMPC_HIS_291_001"
"4548",23899,"Tongue - Significance score",NA,"IMPC_HIS_292_001"
"4549",23900,"Sciatic nerve - MPATH diagnostic term",NA,"IMPC_HIS_293_001"
"4550",23901,"Sciatic nerve - Free text diagnostic term",NA,"IMPC_HIS_294_001"
"4551",23902,"Sciatic nerve - MPATH process term",NA,"IMPC_HIS_295_001"
"4552",23903,"Sciatic nerve - Severity score",NA,"IMPC_HIS_296_001"
"4553",23904,"Sciatic nerve - Descriptor PATO",NA,"IMPC_HIS_297_001"
"4554",23905,"Sciatic nerve - Description",NA,"IMPC_HIS_298_001"
"4555",23906,"Sciatic nerve - Significance score",NA,"IMPC_HIS_299_001"
"4556",23907,"Brain",NA,"IMPC_HIS_300_001"
"4557",23908,"Eye with optic nerve",NA,"IMPC_HIS_301_001"
"4558",23909,"Spinal cord",NA,"IMPC_HIS_302_001"
"4559",23910,"Thymus",NA,"IMPC_HIS_303_001"
"4560",23911,"Thyroid",NA,"IMPC_HIS_304_001"
"4561",23912,"Heart",NA,"IMPC_HIS_305_001"
"4562",23913,"Trachea",NA,"IMPC_HIS_306_001"
"4563",23914,"Esophagus",NA,"IMPC_HIS_307_001"
"4564",23915,"Lung",NA,"IMPC_HIS_308_001"
"4565",23916,"Liver",NA,"IMPC_HIS_309_001"
"4566",23917,"Gall bladder",NA,"IMPC_HIS_310_001"
"4567",23918,"Stomach",NA,"IMPC_HIS_311_001"
"4568",23919,"Small intestine",NA,"IMPC_HIS_312_001"
"4569",23920,"Large intestine",NA,"IMPC_HIS_313_001"
"4570",23921,"Pancreas",NA,"IMPC_HIS_314_001"
"4571",23922,"Spleen",NA,"IMPC_HIS_315_001"
"4572",23923,"Kidney",NA,"IMPC_HIS_316_001"
"4573",23924,"Adrenal gland",NA,"IMPC_HIS_317_001"
"4574",23925,"Mammary gland",NA,"IMPC_HIS_318_001"
"4575",23926,"Lymph node",NA,"IMPC_HIS_319_001"
"4576",23927,"Skin",NA,"IMPC_HIS_320_001"
"4577",23928,"Skeletal muscle",NA,"IMPC_HIS_321_001"
"4578",23929,"Urinary bladder",NA,"IMPC_HIS_322_001"
"4579",23930,"Testes",NA,"IMPC_HIS_323_001"
"4580",23931,"Epididymis",NA,"IMPC_HIS_324_001"
"4581",23932,"Prostate",NA,"IMPC_HIS_325_001"
"4582",23933,"Seminal vesicle",NA,"IMPC_HIS_326_001"
"4583",23934,"Ovary",NA,"IMPC_HIS_327_001"
"4584",23935,"Uterus",NA,"IMPC_HIS_328_001"
"4585",23936,"Salivary gland",NA,"IMPC_HIS_329_001"
"4586",23937,"Sternum",NA,"IMPC_HIS_330_001"
"4587",23938,"Femur",NA,"IMPC_HIS_331_001"
"4588",23939,"Bone marrow",NA,"IMPC_HIS_332_001"
"4589",23940,"Brown adipose tissue",NA,"IMPC_HIS_333_001"
"4590",23941,"Tibia",NA,"IMPC_HIS_334_001"
"4591",23942,"Knee joint",NA,"IMPC_HIS_335_001"
"4592",23943,"Trigeminal V nerve",NA,"IMPC_HIS_336_001"
"4593",23944,"Nasal cavity",NA,"IMPC_HIS_337_001"
"4594",23945,"Ear",NA,"IMPC_HIS_338_001"
"4595",23946,"Tooth",NA,"IMPC_HIS_339_001"
"4596",23947,"Tongue",NA,"IMPC_HIS_340_001"
"4597",23948,"Sciatic nerve",NA,"IMPC_HIS_341_001"
"4598",23949,"Bone - MPATH diagnostic term",NA,"IMPC_HIS_342_001"
"4599",23950,"Bone - Free text diagnostic term",NA,"IMPC_HIS_343_001"
"4600",23951,"Bone - MPATH process term",NA,"IMPC_HIS_344_001"
"4601",23952,"Bone - Severity score",NA,"IMPC_HIS_345_001"
"4602",23953,"Bone - Descriptor PATO",NA,"IMPC_HIS_346_001"
"4603",23954,"Bone - Description",NA,"IMPC_HIS_347_001"
"4604",23955,"Bone - Significance score",NA,"IMPC_HIS_348_001"
"4605",23956,"Bone",NA,"IMPC_HIS_349_001"
"4606",42916,"Alive","alive","IMPC_GEM_001_001"
"4607",42917,"Scored","scored","IMPC_GEM_002_001"
"4608",42918,"Cardiovascular System","cardiovascular_system","IMPC_GEM_003_001"
"4609",42919,"Cardiovascular Development","cardiovascular_development","IMPC_GEM_004_001"
"4610",42920,"Vascular Development","vascular_development","IMPC_GEM_005_001"
"4611",42921,"Outflow tract development","outflow_tract_development","IMPC_GEM_006_001"
"4612",42922,"Pericardium Morphology","pericardium_morphology","IMPC_GEM_007_001"
"4613",42923,"Absent heartbeat","absent_heartbeat","IMPC_GEM_008_001"
"4614",42924,"Craniofacial","craniofacial","IMPC_GEM_009_001"
"4615",42925,"Craniofacial Development","craniofacial_development","IMPC_GEM_010_001"
"4616",42926,"Embryogenesis Phenotype","embryogenesis_phenotype","IMPC_GEM_011_001"
"4617",42927,"Extraembryonic tissue morphology","extraembryonic_tissue_morphology","IMPC_GEM_012_001"
"4618",42928,"Allantois Morphology","allantois_morphology","IMPC_GEM_013_001"
"4619",42929,"Vitelline vasculature morphology","vitelline_vasculature_morphology","IMPC_GEM_014_001"
"4620",42930,"Vitelline vein morphology","vitelline_vein_morphology","IMPC_GEM_015_001"
"4621",42931,"Pale yolk sac","pale_yolk_sac","IMPC_GEM_016_001"
"4622",42932,"Visceral yolk sac morphology","visceral_yolk_sac_morphology","IMPC_GEM_017_001"
"4623",42933,"Chorioallantoic fusion","chorioallantoic_fusion","IMPC_GEM_018_001"
"4624",42934,"Embryo Size","embryo_size","IMPC_GEM_019_001"
"4625",42935,"Hearing/Vestibular/Ear Phenotype","hearing_vestibular_ear_phenotype","IMPC_GEM_020_001"
"4626",42936,"Ear Morphology","abnormal_ear_morphology","IMPC_GEM_021_001"
"4627",42937,"Ear Development","ear_development","IMPC_GEM_022_001"
"4628",42938,"Integument","integument","IMPC_GEM_023_001"
"4629",42939,"Skin Appearance","skin_appearance","IMPC_GEM_024_001"
"4630",42940,"Pallor","pallor","IMPC_GEM_025_001"
"4631",42941,"Blebs","blebs","IMPC_GEM_026_001"
"4632",42942,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEM_027_001"
"4633",42943,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEM_028_001"
"4634",42944,"Tail Morphology","tail_morphology","IMPC_GEM_029_001"
"4635",42945,"Liver/Biliary","liver_biliary","IMPC_GEM_030_001"
"4636",42946,"Liver Morphology","liver_morphology","IMPC_GEM_031_001"
"4637",42947,"Liver Size","liver_size","IMPC_GEM_032_001"
"4638",42948,"Pale Liver","pale_liver","IMPC_GEM_033_001"
"4639",42949,"Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall","IMPC_GEM_034_001"
"4640",42950,"Nervous System","nervous_system","IMPC_GEM_035_001"
"4641",42951,"Neural Tube Closure","neural_tube_closure","IMPC_GEM_036_001"
"4642",42952,"Forebrain development","forebrain_development","IMPC_GEM_037_001"
"4643",42953,"Midbrain development","midbrain_development","IMPC_GEM_038_001"
"4644",42954,"Hindbrain development","hindbrain_development","IMPC_GEM_039_001"
"4645",42955,"Vision/Eye","vision_eye","IMPC_GEM_040_001"
"4646",42956,"Eye Morphology","eye_morphology","IMPC_GEM_041_001"
"4647",42957,"Eye Size","eye_size","IMPC_GEM_042_001"
"4648",42958,"Microphthalmia","microphthalmia","IMPC_GEM_043_001"
"4649",42959,"Anophthalmia","anophthalmia","IMPC_GEM_044_001"
"4650",42960,"Failure heart looping","failure_heart_looping","IMPC_GEM_045_001"
"4651",42961,"Gastrulation","abnormal_gastrulation","IMPC_GEM_046_001"
"4652",42962,"Head shape","head_shape","IMPC_GEM_047_001"
"4653",42963,"Comment on image","comment_on_image","IMPC_GEM_048_001"
"4654",42964,"Images","images","IMPC_GEM_049_001"
"4655",42965,"Experimenter ID","experimenter_id","IMPC_GEM_050_001"
"4656",42966,"Equipment ID","equipment_id","IMPC_GEM_051_001"
"4657",42967,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEM_052_001"
"4658",42968,"Equipment Model","equipment_model","IMPC_GEM_053_001"
"4659",42969,"Fixative","fixative","IMPC_GEM_054_001"
"4660",42970,"Time of Dissection","time_of_dissection","IMPC_GEM_055_001"
"4661",42971,"Somite Stage","somite_stage","IMPC_GEM_056_001"
"4662",42972,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEM_057_001"
"4663",42973,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEM_058_001"
"4664",42974,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEM_059_001"
"4665",36068,"Outcome",NA,"IMPC_EVL_001_001"
"4666",36069,"Total embryos",NA,"IMPC_EVL_002_001"
"4667",36070,"% embryos WT",NA,"IMPC_EVL_003_001"
"4668",36071,"Time of dark cycle start",NA,"IMPC_EVL_004_001"
"4669",36072,"Decision",NA,"IMPC_EVL_005_001"
"4670",36073,"Comment on Decision (in English)",NA,"IMPC_EVL_006_001"
"4671",36074,"Total embryos WT",NA,"IMPC_EVL_007_001"
"4672",36075,"Total embryos heterozygous",NA,"IMPC_EVL_008_001"
"4673",36076,"Total embryos homozygous",NA,"IMPC_EVL_009_001"
"4674",36077,"Total dead embryos",NA,"IMPC_EVL_010_001"
"4675",36078,"Total dead WT",NA,"IMPC_EVL_011_001"
"4676",36079,"Total dead heterozygous",NA,"IMPC_EVL_012_001"
"4677",36080,"Total dead homozygous",NA,"IMPC_EVL_013_001"
"4678",36081,"Total gross defect at dissection (alive or dead) embryos",NA,"IMPC_EVL_014_001"
"4679",36082,"Total gross defect at dissection (alive or dead) WT",NA,"IMPC_EVL_015_001"
"4680",36083,"Total gross defect at dissection (alive or dead) heterozygous",NA,"IMPC_EVL_016_001"
"4681",36084,"Total gross defect at dissection (alive or dead) homozygous",NA,"IMPC_EVL_017_001"
"4682",36085,"Number of reabsorptions",NA,"IMPC_EVL_018_001"
"4683",36086,"% embryos heterozygous",NA,"IMPC_EVL_019_001"
"4684",36087,"% embryos homozygous",NA,"IMPC_EVL_020_001"
"4685",36088,"Average Litter Size",NA,"IMPC_EVL_021_001"
"4686",36089,"Time of dark cycle end",NA,"IMPC_EVL_022_001"
"4687",36090,"Embryo medium",NA,"IMPC_EVL_023_001"
"4688",36091,"Total live embryos",NA,"IMPC_EVL_024_001"
"4689",36092,"Total live heterozygous",NA,"IMPC_EVL_025_001"
"4690",36093,"Total live WT",NA,"IMPC_EVL_026_001"
"4691",36094,"Total live homozygous",NA,"IMPC_EVL_027_001"
"4692",85868,"Eye","eye","IMPC_EYE_001_001"
"4693",85869,"Bulging eye","bulging_eye","IMPC_EYE_002_001"
"4694",85870,"Eye Hemorrhage or Blood Presence","eye_hemorrhage_or_blood_presence","IMPC_EYE_003_001"
"4695",85871,"Eyelid morphology","eyelid_morphology","IMPC_EYE_004_001"
"4696",85872,"Eyelid closure","eyelid_closure","IMPC_EYE_005_001"
"4697",85873,"Narrow eye opening","narrow_eye_opening","IMPC_EYE_006_001"
"4698",85874,"Cornea","cornea","IMPC_EYE_007_001"
"4699",85875,"Corneal opacity","corneal_opacity","IMPC_EYE_008_001"
"4700",85876,"Corneal vascularization","corneal_vascularization","IMPC_EYE_009_001"
"4701",85877,"Iris/Pupil","iris_pupil","IMPC_EYE_010_001"
"4702",85878,"Pupil Position","pupil_position","IMPC_EYE_011_001"
"4703",85879,"Pupil Shape","pupil_shape","IMPC_EYE_012_001"
"4704",85880,"Pupil Dilation","pupil_dilation","IMPC_EYE_013_001"
"4705",85881,"Pupil Light Response","pupil_light_response","IMPC_EYE_014_001"
"4706",85882,"Iris Pigmentation","iris_pigmentation","IMPC_EYE_015_001"
"4707",85883,"Lens","lens","IMPC_EYE_016_001"
"4708",85884,"Lens Opacity","lens_opacity","IMPC_EYE_017_001"
"4709",85885,"Fusion between cornea and lens","fusion_between_cornea_and_lens","IMPC_EYE_018_001"
"4710",85886,"Synechia","synechia","IMPC_EYE_019_001"
"4711",85887,"Optic Disc","optic_disc","IMPC_EYE_023_001"
"4712",85888,"Retinal Blood Vessels","retinal_blood_vessels","IMPC_EYE_024_001"
"4713",85889,"Retinal Blood Vessels Structure","retinal_blood_vessels_structure","IMPC_EYE_025_001"
"4714",85890,"Retinal Blood Vessels Pattern","retinal_blood_vessels_pattern","IMPC_EYE_026_001"
"4715",85891,"Persistence of hyaloid vascular system","persistence_of_hyaloid_vascular_system","IMPC_EYE_027_001"
"4716",85892,"Slit Lamp observation","slit_lamp_observation","IMPC_EYE_028_001"
"4717",85893,"Ophthalmoscope Observation","ophthalmoscope_observation","IMPC_EYE_029_001"
"4718",85894,"Slit Lamp Equipment ID","slit_lamp_equipment_id","IMPC_EYE_030_001"
"4719",85895,"Slit Lamp Equipment Manufacturer","slit_lamp_equipment_manufacturer","IMPC_EYE_031_001"
"4720",85896,"Slit Lamp Equipment Model","slit_lamp_equipment_model","IMPC_EYE_032_001"
"4721",85897,"Ophthalmoscope Equipment ID","ophthalmoscope_equipment_id","IMPC_EYE_033_001"
"4722",85898,"Ophthalmoscope Equipment Manufacturer","ophthalmoscope_equipment_manufacturer","IMPC_EYE_034_001"
"4723",85899,"Ophthalmoscope Equipment Model","ophthalmoscope_equipment_model","IMPC_EYE_035_001"
"4724",85900,"Experimenter ID","experimenter_id","IMPC_EYE_036_001"
"4725",85901,"Optical Coherence Tomography Equipment ID","optical_coherence_tomography_equipment_id","IMPC_EYE_037_001"
"4726",85902,"Optical Coherence Tomography Equipment Manufacturer","optical_coherence_tomography_equipment_manufacturer","IMPC_EYE_038_001"
"4727",85903,"Optical Coherence Tomography Equipment Model","optical_coherence_tomography_equipment_model","IMPC_EYE_039_001"
"4728",85904,"Scheimpflug Equipment ID","scheimpflug_equipment_id","IMPC_EYE_040_001"
"4729",85905,"Scheimpflug Equipment Manufacturer","scheimpflug_equipment_manufacturer","IMPC_EYE_041_001"
"4730",85906,"Scheimpflug Equipment Model","scheimpflug_equipment_model","IMPC_EYE_042_001"
"4731",85907,"Dilation Method","dilation_method","IMPC_EYE_043_001"
"4732",85908,"Topical Anesthetic","topical_anesthetic","IMPC_EYE_044_001"
"4733",85909,"General Anesthetic","general_anesthetic","IMPC_EYE_045_001"
"4734",85910,"Date Slit Lamp equipment last calibrated",NA,"IMPC_EYE_046_001"
"4735",85911,"Date Ophthalmoscope equipment last calibrated",NA,"IMPC_EYE_047_001"
"4736",85912,"Date Scheimpflug equipment last calibrated",NA,"IMPC_EYE_048_001"
"4737",85913,"Date OCT equipment last calibrated",NA,"IMPC_EYE_049_001"
"4738",85914,"Images Ophthalmoscopy",NA,"IMPC_EYE_050_001"
"4739",85915,"Images Slit Lamp",NA,"IMPC_EYE_051_001"
"4740",85916,"Sheimpflug Lens description",NA,"IMPC_EYE_052_001"
"4741",85917,"Scheimpflug description",NA,"IMPC_EYE_053_001"
"4742",85918,"Min left eye lens density",NA,"IMPC_EYE_054_001"
"4743",85919,"Max left eye lens density",NA,"IMPC_EYE_055_001"
"4744",85920,"Mean left eye lens density",NA,"IMPC_EYE_056_001"
"4745",85921,"Min right eye lens density",NA,"IMPC_EYE_057_001"
"4746",85922,"Max right eye lens density",NA,"IMPC_EYE_058_001"
"4747",85923,"Mean right eye lens density",NA,"IMPC_EYE_059_001"
"4748",85924,"Right corneal thickness",NA,"IMPC_EYE_060_001"
"4749",85925,"Right anterior chamber depth",NA,"IMPC_EYE_061_001"
"4750",85926,"Right total retinal thickness",NA,"IMPC_EYE_062_001"
"4751",85927,"Right inner nuclear layer",NA,"IMPC_EYE_063_001"
"4752",85928,"Right outer nuclear layer",NA,"IMPC_EYE_064_001"
"4753",85929,"Right posterior chamber depth",NA,"IMPC_EYE_065_001"
"4754",85930,"Left corneal thickness",NA,"IMPC_EYE_066_001"
"4755",85931,"Left anterior chamber depth",NA,"IMPC_EYE_067_001"
"4756",85932,"Left total retinal thickness",NA,"IMPC_EYE_068_001"
"4757",85933,"Left inner nuclear layer",NA,"IMPC_EYE_069_001"
"4758",85934,"Left outer nuclear layer",NA,"IMPC_EYE_070_001"
"4759",85935,"Left posterior chamber depth",NA,"IMPC_EYE_071_001"
"4760",85936,"B-scan of right retina",NA,"IMPC_EYE_072_001"
"4761",85937,"B-scan of left retina",NA,"IMPC_EYE_073_001"
"4762",85938,"VIP of right fundus",NA,"IMPC_EYE_074_001"
"4763",85939,"VIP of left fundus",NA,"IMPC_EYE_075_001"
"4764",85940,"B-scan of right cornea and lens",NA,"IMPC_EYE_076_001"
"4765",85941,"B-scan of left cornea and lens",NA,"IMPC_EYE_077_001"
"4766",85942,"VIP of right eye",NA,"IMPC_EYE_078_001"
"4767",85943,"VIP of left eye",NA,"IMPC_EYE_079_001"
"4768",85944,"Corneal Sclerization",NA,"IMPC_EYE_080_001"
"4769",85945,"Corneal deposits",NA,"IMPC_EYE_081_001"
"4770",85946,"Iris transilumination",NA,"IMPC_EYE_082_001"
"4771",85947,"Vitreous",NA,"IMPC_EYE_083_001"
"4772",85948,"Corneal mineralization",NA,"IMPC_EYE_084_001"
"4773",85949,"Corneal ulcer",NA,"IMPC_EYE_085_001"
"4774",85950,"Lacrimation",NA,"IMPC_EYE_086_001"
"4775",85951,"Right vitreous humor thickness",NA,"IMPC_EYE_087_001"
"4776",85952,"Left vitreous humour thickness",NA,"IMPC_EYE_088_001"
"4777",85953,"Ophthalmoscope Lens Model",NA,"IMPC_EYE_089_001"
"4778",85954,"Right eye diameter",NA,"IMPC_EYE_090_001"
"4779",85955,"Left eye diameter",NA,"IMPC_EYE_091_001"
"4780",85956,"Retina (combined)",NA,"IMPC_EYE_092_002"
"4781",27185,"Body weight","body_weight","IMPC_BWT_001_001"
"4782",27186,"General comments about the mouse","general_comments_about_the_mouse","IMPC_BWT_002_001"
"4783",27187,"Equipment ID","equipment_name","IMPC_BWT_003_001"
"4784",27188,"Equipment manufacturer","equipment_manufacturer","IMPC_BWT_004_001"
"4785",27189,"Experimenter ID","experimenter_id","IMPC_BWT_005_001"
"4786",27190,"Date equipment last calibrated",NA,"IMPC_BWT_006_001"
"4787",27191,"Equipment model",NA,"IMPC_BWT_007_001"
"4788",27192,"Body weight curve","Derivation to collect all body weights measured (when available) and plot them correctly as time series.","IMPC_BWT_008_001"
"4789",16384,"Distance travelled","distance_travelled","IMPC_OFD_005_001"
"4790",16385,"Number of Rears","number_of_rears","IMPC_OFD_006_001"
"4791",16386,"Whole arena resting time","whole_arena_resting_time","IMPC_OFD_007_001"
"4792",16387,"Whole arena permanence","whole_arena_permanence","IMPC_OFD_008_001"
"4793",16388,"Whole arena average speed","whole_arena_average_speed","IMPC_OFD_009_001"
"4794",16389,"Periphery distance travelled","periphery_distance_travelled","IMPC_OFD_010_001"
"4795",16390,"Periphery resting time","periphery_resting_time","IMPC_OFD_011_001"
"4796",16391,"Periphery permanence time","periphery_permanence_time","IMPC_OFD_012_001"
"4797",16392,"Periphery average speed","periphery_average_speed","IMPC_OFD_013_001"
"4798",16393,"Center distance travelled","center_distance_travelled","IMPC_OFD_014_001"
"4799",16394,"Center resting time","center_resting_time","IMPC_OFD_015_001"
"4800",16395,"Center permanence time","center_permanence_time","IMPC_OFD_016_001"
"4801",16396,"Center average speed","center_average_speed","IMPC_OFD_017_001"
"4802",16397,"Latency to center entry","latency_to_center_entry","IMPC_OFD_018_001"
"4803",16398,"Number of center entries","number_of_center_entries","IMPC_OFD_019_001"
"4804",16399,"Distance travelled - total","distance_travelled_total","IMPC_OFD_020_001"
"4805",16400,"Number of rears - total","number_of_rears_total","IMPC_OFD_021_001"
"4806",16401,"Percentage center time","percentage_center_time","IMPC_OFD_022_001"
"4807",16402,"Equipment ID","equipment_name","IMPC_OFD_023_001"
"4808",16403,"Equipment manufacturer","equipment_manufacturer","IMPC_OFD_024_001"
"4809",16404,"Equipment model","equipment_model","IMPC_OFD_025_001"
"4810",16405,"Central zone surface area","central_zone_surface_area","IMPC_OFD_026_001"
"4811",16406,"Light intensity in the centre of the arena","light_intensity_in_the_centre_of_the_arena","IMPC_OFD_027_001"
"4812",16407,"Number of animals per cage","number_of_animals_per_cage","IMPC_OFD_028_001"
"4813",16408,"Color of arena","color_of_arena","IMPC_OFD_029_001"
"4814",16409,"Height of the wall","height_of_the_wall","IMPC_OFD_030_001"
"4815",16410,"Distance from light source: if direct illumination","distance_from_light_source_if_direct_illuminaton","IMPC_OFD_031_001"
"4816",16411,"Periphery zone","periphery_zone","IMPC_OFD_032_001"
"4817",16412,"Type of analysis","type_of_analysis","IMPC_OFD_033_001"
"4818",16413,"Arena Size","arena_size","IMPC_OFD_034_001"
"4819",16414,"Experimenter ID","experimenter","IMPC_OFD_035_001"
"4820",16415,"Disinfectant","disinfectant","IMPC_OFD_036_001"
"4821",16416,"Start Time","start_time","IMPC_OFD_037_001"
"4822",16417,"Arena ID","arena_id","IMPC_OFD_038_001"
