"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id","check_result"
"MGI:2447773","Fam83a","C57BL","Early adult","IMPC_HEM_034_001",0.1578305,"Monocyte cell count","u8100k9kfx6le80",""
"MGI:1921358","Parn","C57BL","Early adult","IMPC_ACS_036_001",0.7979496,"% Pre-pulse inhibition - PPI4","u814wux8jr03vry",""
"MGI:95791","Got1","C57BL","Early adult","ESLIM_007_001_003",0.9069013,"Whole arena resting time","u82085f6gid310j",""
"MGI:1914807","Larp6","C57BL","Early adult","IMPC_ABR_002_001",0.2470697,"Click-evoked ABR threshold","u821q66zvp78pwi",""
"MGI:2150302","Ddhd1","C57BL","Early adult","IMPC_CBC_008_001",0.5975285,"Total bilirubin","u8268opw139w06b",""
"MGI:1926950","Zfp236","C57BL","Late adult","IMPC_GEM_062_001",0.3244829,"Craniofacial morphology","u8402ds2999l261",""
"MGI:1929743","Asb2","C57BL","E9.5","JAX_PLC_005_001",0.4644349,"Free fatty acids","u84cc15962z1m2a",""
"MGI:1920040","Ssbp1","C57BL","Early adult","IMPC_HEM_030_001",0.05828547,"Neutrophil cell count","u84h15l3vb6da26",""
"MGI:1916286","Zg16","C57BL","early adult","JAXLA_CSD_012_001",0.6465668,"Coat - hair distribution - head","u857023wb5vjoah","mouse_life_stage invalid value"
"MGI:2685787","Arhgef33","C57BL","Early adult","IMPC_CBC_004_001",0.6220715,"Urea (Blood Urea Nitrogen - BUN)","u85g5c8e8i87pgm",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_HEM_032_001",0.5161877,"Lymphocyte cell count","u85k9k5531d1hf4",""
"MGI:2442707","Tmem72","C57BL","Early adult","IMPC_GRS_010_001",0.9273512,"Forelimb grip strength normalised against body weight","u86k1u02olswg6z",""
"MGI:1919580","Klhl40","C57BL","Early adult","IMPC_HEM_032_001",0.2586995,"Lymphocyte cell count","u86n1k5co2b814p",""
"MGI:106014","Nudc","C57BL","Early adult","IMPC_CBC_004_001",0.6204593,"Urea (Blood Urea Nitrogen - BUN)","u86x1u31e75d50t",""
"MGI:1914391","Fbxo5","C57BL","Early adult","M-G-P_026_001_007",0.3946898,"Skin pigmentation","u878kie2z30y9a6",""
"MGI:2384902","Rnpep","C57BL","Early adult","ESLIM_018_001_006",0.7431983,"Mature B cells IgD+ percentage","u87r5o8xtcn81n6",""
"MGI:3609246","Lingo3","C57BL","Early adult","M-G-P_026_001_007",0.7507043,"Skin pigmentation","u887tlsn0fw1pd9",""
"MGI:2143484","Slc6a15","C57BL","Early adult","IMPC_HEM_001_001",0.4230816,"White blood cell count","u899632c0i42ss1",""
"MGI:2682639","Ddx31","C57BL","Early adult","ESLIM_008_001_012",0.8504268,"Tail elevation","u89m55za9573j27",""
"MGI:3650624","Arid3c","C57BL","Early adult","HRWLLA_EYE_092_001",0.8431904,"Retina (combined)","u89mc1krye571m2",""
"MGI:2145316","Txndc5","C57BL","Early adult","JAX_OFD_014_001",0.6810515,"Center distance travelled","u89msxw871b0q2y",""
"MGI:1929743","Asb2","C57BL","E9.5","IMPC_HEM_004_001",0.4489657,"Hematocrit","u89tsv7b6402p1h",""
"MGI:2685787","Arhgef33","C57BL","Early adult","IMPC_EYE_092_001",0.7030704,"Retina (combined)","u8dd6e27d6z4l0p",""
"MGI:1918039","Kynu","C57BL","Middle aged adult","ESLIM_016_001_002",0.9562959,"Red blood cell count","u8g28nfo0a3s5b7",""
"MGI:1917311","Sdr9c7","C57BL","Early adult","IMPC_GEL_011_001",0.7205978,"Embryo turning","u8hqf749s2qx3s8",""
"MGI:87994","Aldoa","C57BL","E9.5","ESLIM_016_001_002",0.6398139,"Red blood cell count","u8i4e35s4x60329",""
"MGI:1926950","Zfp236","C57BL","Late adult","ESLIM_005_001_004",0.2329095,"Bone Mineral Density (excluding skull)","u8mo485m63i9dw4",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","IMPC_ECG_002_001",0.1164315,"HR","u8nd15907e0sp97",""
"MGI:1914615","Pudp","C57BL","Early adult","IMPC_CBC_012_001",0.7853037,"Aspartate aminotransferase","u8p68gwjn6j5w81",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","IMPC_XRY_033_001",0.7542125,"Tibia length","u8p7ksub6d3b8c0",""
"mgi:1916823","Hilpda","C57BL","Early adult","ESLIM_008_001_012",0.2179302,"Tail elevation","u8qfnqj3w0594x1",""
"MGI:1921850","Mrpl47","C57BL","E12.5","IMPC_ABR_004_001",0.7976812,"6kHz-evoked ABR Threshold","u8shk354z7me0zh",""
"MGI:1926950","Zfp236","C57BL","Middle aged adult","IMPC_EYE_059_001",0.1752444,"Mean right eye lens density","u8t0m99y7ok334f",""
"MGI:1923411","Lamp5","C57BL","Early adult","JAX_SLW_013_001",0.8428314,"Breath rate during sleep mean","u8v89304fb3i3vj",""
"MGI:1926950","Zfp236","C57BL","Middle aged adult","ESLIM_011_001_010",0.06873685,"PP4 + pulse startle magnitude","u902d8jt4c59625",""
"MGI:95413","Ercc2","C57BL","Early adult","ESLIM_016_001_006",0.8617543,"Mean corpuscular haemoglobin","u90798810712804",""
"MGI:2137354","Trim9","C57BL","Early adult","M-G-P_008_001_012",0.2523973,"Tail elevation","u913iwcn6f9chkq",""
"MGI:97616","Plcg2","C3H","Early adult","IMPC_OWT_004_001",0.6061547,"Right kidney weight","u913qt9xk91c1dn",""
"MGI:97616","Plcg2","C3H","Early adult","IMPC_EYE_069_001",0.1099106,"Left inner nuclear layer","u91a1e1qu539682",""
"MGI:1197515","Irx1","C57BL","E12.5","impc_eye_067_001",0.3518767,"Left anterior chamber depth","u926tk7xo54lq9d",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_ACS_035_001",0.9027035,"% Pre-pulse inhibition - PPI3","u92im6b9xm8d4o4",""
"MGI:1277178","Fam91a1","C57BL","Early adult","ESLIM_019_001_007",0.4623728,"IgE","u92o76890r44t3b",""
"MGI:107448","Lyst","C57BL","Early adult","IMPC_GEL_017_002",0.4404491,"Pale yolk sac","u936iz895h9813e",""
"MGI:99554","Lgals3bp","C57BL","Early adult","IMPC_EYE_061_001",0.386737,"Right anterior chamber depth","u93o5048z750275",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_CSD_028_001",0.5346805,"Snout size","u93u44dz24894fs",""
"MGI:1920136","Yju2","C57BL","E12.5","M-G-P_013_001_003",0.6813479,"Left Retina","u94qfb504sc84au",""
"MGI:1889272","Cadm1","C57BL","Early adult","IMPC_ACS_033_001",0.5531915,"% Pre-pulse inhibition - PPI1","u95roy45de6s6io",""
"MGI:1197515","Irx1","C57BL","E18.5","IMPC_CSD_029_001",0.09147748,"Activity (body position)","u96pzrnym71if66",""
"MGI:2682639","Ddx31","C57BL","E18.5","IMPC_ACS_006_001",0.4053915,"Response amplitude - S","u96ub09e2d8h0xj",""
"MGI:2148801","AFG1L","C57BL","Late adult","IMPC_CSD_078_001",0.2878081,"Vocalization","u97beup929p093t",""
"MGI:97616","Plcg2","C3H","Early adult","IMPC_IMM_056_001",0.5553491,"NK Subsets (Q3)","u97cavt980t40wx",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","JAX_SLW_008_001",0.1211938,"Light sleep bout lengths standard deviation","u990x04taoflbqa",""
"MGI:3609246","Lingo3","C57BL","Early adult","ESLIM_018_001_006",0.4279307,"Mature B cells IgD+ percentage","u9982txyf4o6g2e",""
"MGI:2145316","Txndc5","C57BL","Early adult","KMPCLA_OFD_020_001",0.529021,"Distance travelled - total","u99t43674872c69",""
"MGI:2443439","Itgbl1","C57BL","Early adult","M-G-P_013_001_004",0.9221153,"Left Retina Pigmentation","u9e6lszzb02rxu1",""
"MGI:1919221","Zswim1","C57BL","Early adult","ESLIM_019_001_007",0.4756069,"IgE","u9hck3q6197t3o4",""
"MGI:2141861","Ap2s1","C57BL","Early adult","ESLIM_018_001_008",0.2417083,"NK cell percentage","u9hg40zkg5d9d3r",""
"MGI:96654","Kcna1","C57BL","Early adult","IMPC_ABR_004_001",0.7247089,"6kHz-evoked ABR Threshold","u9hw9a85ve90wl3",""
"MGI:107416","Supt4a","C57BL","Early adult","KMPCIP_CSD_005_001",0.5986764,"Coat - color - back","u9jyh745151nxw8",""
"MGI:1277178","Fam91a1","C57BL","Early adult","IMPC_GEL_032_001",0.3803499,"Embryo Size","u9k039kq7kytl64",""
"MGI:2145316","Txndc5","C57BL","Early adult","IMPC_OFD_009_001",0.5859064,"Whole arena average speed","u9ka9sbjs1389lm",""
"MGI:3650333","Krtap9-5","C57BL","Early adult","IMPC_GEL_018_001",0.1879289,"Visceral yolk sac morphology","u9o7e7y5z1ilz27",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_GEM_062_001",0.1209624,"Craniofacial morphology","u9owb6dby841jjg",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_GEL_024_001",0.8805281,"Branchial arch morphology","u9syger001f5fk0",""
"MGI:95751","Glrb","C57BL","E15.5","KMPCIP_CSD_005_001",0.7292508,"Coat - color - back","u9w08n9c1866r44",""
"MGI:1920211","Slc17a7","C57BL","Early adult","IMPC_ECH_009_001",0.6672374,"LVPWd","u9xb1tbf830zzug",""
"MGI:1889272","Cadm1","C57BL","Early adult","IMPC_HEM_037_001",0.9413875,"Basophil cell count","u9xzw72yaexb122",""
"MGI:1926950","Zfp236","C57BL","Late adult","IMPC_EYE_066_001",0.8771611,"Left corneal thickness","u9y8wa02898z294",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","IMPC_IPG_010_001",0.2645157,"Fasted blood glucose concentration","ua1cdv149n4a674",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_OFD_009_001",0.7175354,"Whole arena average speed","ua43x67001mzf44",""
"MGI:1934754","Kars1","C57BL","Early adult","KMPCLA_CSD_011_001",0.2767691,"Coat - hair distribution - back","uag39pe3213404s",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","IMPC_ABR_012_001",0.9602384,"30kHz-evoked ABR Threshold","uajcuw4zm54k81z",""
"MGI:1929743","Asb2","C57BL","E12.5","IMPC_HEM_031_001",0.06599612,"Lymphocyte differential count","ub019l3weo42gk9",""
"MGI:1915751","Nsmce2","C57BL","E12.5","ESLIM_007_001_008",0.375609,"Periphery permanence time","ub023866fy93555",""
"MGI:107416","Supt4a","C57BL","E9.5","ESLIM_015_001_018",0.2203248,"Triglyceride","ub37n239387q744",""
"MGI:1918968","Telo2","C57BL","Early adult","IMPC_FEA_015_001",0.4595922,"Cue Baseline % Freezing Time","ub39z695b553zah",""
"MGI:1298224","Pip5k1c","C57BL","E18.5","IMPC_ECH_007_001",0.2925915,"LVAWd","ub45l97gkl4e09r",""
"MGI:2442144","Taf5","C57BL","E9.5","IMPC_CSD_006_001",0.2104904,"Coat - color - head","ub4691i4w484w63",""
"MGI:97601","Prkcq","C57BL","Early adult","IMPC_OFD_022_001",0.7409826,"Percentage center time","ub517g6011a5lt1",""
"MGI:96654","Kcna1","C57BL","","IMPC_EYE_062_001",0.5538847,"Right total retinal thickness","ub7tce5f8800mxn","mouse_life_stage length error; mouse_life_stage invalid value"
"mgi:1925868","Acap2","C57BL","Early adult","IMPC_HEM_006_001",0.6647229,"Mean corpuscular hemoglobin","ub9304n0d70xslp",""
"MGI:105077","Hsd17b1","C57BL","Early adult","ESLIM_019_001_007",0.6109832,"IgE","ub9802c260y3h3c",""
"MGI:1915751","Nsmce2","C57BL","E12.5","KMPCLA_OFD_009_001",0.8008714,"Whole arena average speed","ubmhy4vx2staka0",""
"MGI:2384902","Rnpep","C57BL","Early adult","IMPC_CSD_077_001",0.2004561,"Contact righting","ubra8gna9k4mmua",""
"MGI:2145316","Txndc5","C57BL","Early adult","JAXLA_CSD_007_001",0.6881153,"Coat - color - abdomen","ubx5afg396t3qdc",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","IMPC_HEM_006_001",0.9367791,"Mean corpuscular hemoglobin","uc10869y5qo0s36",""
"MGI:1915751","Nsmce2","C57BL","Late adult","IMPC_ABR_002_001",0.5457184,"Click-evoked ABR threshold","uc2r81h8yvo0xac",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_GEL_011_001",0.3276229,"Embryo turning","uc483odtvj4x857",""
"MGI:2444024","Rinl","C57BL","Early adult","IMPC_HEM_003_001",0.2391215,"Hemoglobin","uc4y6298783532o",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","M-G-P_007_001_009",0.06925171,"Periphery - average Speed","uc6r4fy7ao8f02e",""
"MGI:107416","Supt4a","C57BL","E9.5","IMPC_EYE_027_001",0.9183431,"Persistence of hyaloid vascular system","uc6wh44by8h50c6",""
"MGI:1341851","Msl3","C57BL","Early adult","IMPC_ECH_004_001",0.7068666,"Ejection Fraction","uc7gpcg728o7j62",""
"MGI:1914738","Calcoco1","C57BL","Middle aged adult","ESLIM_011_001_009",0.9596421,"PP3 + pulse startle magnitude","ucesaq4t245224y",""
"MGI:1914615","Pudp","C57BL","Early adult","jax_rot_002_001",0.5401625,"Average duration","ucmr7pzqye30cm9",""
"MGI:1921850","Mrpl47","C57BL","E9.5","ESLIM_019_001_001",0.6520883,"IgM","ucvv792c9787e01",""
"MGI:2447773","Fam83a","C57BL","Early adult","IMPC_HEM_003_001",0.7081635,"Hemoglobin","ucweka8hsw44d58",""
"MGI:1917311","Sdr9c7","C57BL","Early adult","IMPC_OWT_004_001",0.7709671,"Right kidney weight","ucyv25o4uc3uq1o",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_CBC_013_001",0.463772,"Alanine aminotransferase","ud1mw48n7321n65",""
"MGI:1889272","Cadm1","129SV","Early adult","ESLIM_007_001_011",0.4763588,"Centre resting time","ud3af6225jre9p0",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_CBC_017_001",0.8717963,"Triglycerides","ud5n5z4u8d41o31",""
"MGI:1858259","Tomm40","C57BL","Early adult","IMPC_CSD_010_001",0.08199222,"Coat - color pattern - abdomen","ud66amgj418mfgd",""
"MGI:1914545","Rab3c","C57BL","Early adult","ESLIM_019_001_002",0.8592377,"IgG3","ud66s36gy0un627",""
"MGI:3645933","Tm4sf19","C57BL","Early adult","ESLIM_019_001_002",0.1675867,"IgG3","ud70095qf5490e9",""
"MGI:2443047","Ttll1","C57BL","Early adult","IMPC_ECH_005_001",0.3811873,"Fractional Shortening","udf0061j0nko06o",""
"MGI:2137600","Rcc1l","C57BL","Early adult","IMPC_LDT_006_001",0.1844059,"Latency to first transition into dark","udqmz92jx3v061r",""
"MGI:1917311","Sdr9c7","C57BL","Early adult","IMPC_OFD_016_001",0.5430649,"Center permanence time","udu69a566j53tia",""
"MGI:1921850","Mrpl47","C57BL","E9.5","JAX_LDT_003_001",0.7094734,"Time mobile light side","udw2vig22hr7lam",""
"MGI:95791","Got1","C57BL","Early adult","IMPC_GEL_018_001",0.4620645,"Visceral yolk sac morphology","udy8202mtsg8pdi",""
"MGI:2141861","Ap2s1","C57BL","E12.5","UCDLA_HEM_002_001",0.8754224,"Red blood cell count","ue295keit0qo5j9",""
"MGI:2148801","Afg1l","C57BL","Early adult","M-G-P_013_001_008",0.2213795,"Right Retina Pigmentation","ue33262004262q7",""
"MGI:1921850","Mrpl47","C57BL","E12.5","IMPC_GEL_024_001",0.7636313,"Branchial arch morphology","ue8g516470x8ny5",""
"MGI:99554","Lgals3bp","C57BL","Early adult","JAX_PLC_004_001",0.5890679,"Glucose","uehxkoqj4k8vgnx",""
"MGI:1915152","Sumf2","C57BL","Early adult","IMPC_EYE_017_001",0.06510111,"Lens Opacity","ueiz84rxwa8n4t2",""
"MGI:2137354","Trim9","C57BL","Early adult","JAX_LDT_008_001",0.3751258,"Percent time in dark","uek017d78913g55",""
"MGI:1914807","Larp6","C57BL","Early adult","HRWLLA_CSD_036_001",0.9366112,"Startle response","uek4445n5r91m81",""
"MGI:1914807","Larp6","C57BL","Early adult","ESLIM_015_001_019",0.2645469,"Free fatty acid","uf065080bes2xot",""
"MGI:2141861","Ap2s1","C57BL","E12.5","IMPC_CBC_003_001",0.7279152,"Chloride","uf0t5f68uis0le9",""
"MGI:1914285","Dnajb4","C57BL","Early adult","IMPC_ABR_004_001",0.07825212,"6kHz-evoked ABR Threshold","uf2290xox3j5cn3",""
"MGI:1278344","Nipsnap1","C57BL","Early adult","jax_ldt_005_001",0.1045579,"Time mobile dark side","uf275na29s30d8x",""
"MGI:3650624","Arid3c","C57BL","Early adult","IMPC_LDT_006_001",0.8898756,"Latency to first transition into dark","uf3h33k4558zv79",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_ACS_033_001",0.2144651,"% Pre-pulse inhibition - PPI1","uf513z4rkdr4w9x",""
"MGI:1922806","Cfap161","C57BL","Early adult","IMPC_HEM_001_001",0.7008468,"White blood cell count","uf840q710b1b25f",""
"MGI:1929743","Asb2","C57BL","E9.5","M-G-P_007_001_009",0.843923,"Periphery - average Speed","uf9fa3a341b89j0",""
"MGI:2444024","Rinl","C57BL","early adult","ESLIM_015_001_017",0.4087627,"Total cholesterol","ufo9d0sti05wnx0","mouse_life_stage invalid value"
"MGI:1926950","Zfp236","C57BL","Late adult","IMPC_ABR_012_001",0.184936,"30kHz-evoked ABR Threshold","ufv89w713u0z11k",""
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_CBC_003_001",0.9756646,"Chloride","ug1z418v2z874g0",""
"MGI:3609246","LINGO3","C57BL","Early adult","IMPC_EYE_092_002",0.9924125,"Retina (combined)","ug39i834vbt29p9",""
"MGI:2148801","Afg1l","C57BL","Early adult","JAX_SLW_013_001",0.9658837,"Breath rate during sleep mean","ug44f62cjzh5216",""
"MGI:2685787","Arhgef33","C57BL","Early adult","IMPC_CSD_077_001",0.1698206,"Contact righting","ug5bvjy977ljt2v",""
"MGI:1919580","Klhl40","C57BL","Early adult","ESLIM_007_001_011",0.3402522,"Centre resting time","ug5yvn9s49tca4k",""
"MGI:2443047","Ttll1","C57BL","Early adult","IMPC_HEM_004_001",0.9744534,"Hematocrit","ug699y04t0c87l9",""
"MGI:1913483","Dmap1","C57BL","Early adult","IMPC_EYE_069_001",0.3312597,"Left inner nuclear layer","ug9l373yq575rmg",""
"MGI:97616","Plcg2","C3H","Early adult","IMPC_GEL_018_001",0.7824432,"Visceral yolk sac morphology","ugf003w43q8f2b7",""
"MGI:2148801","Afg1l","C57BL","Early adult","ESLIM_007_001_011",0.5492233,"Centre resting time","ugor60o18p9nzxa",""
"MGI:1916823","Hilpda","C57BL","Early adult","ESLIM_008_001_008",0.07338919,"Locomotor activity","ugw81d39rwenw1l",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","JAX_OFD_013_001",0.2650024,"Periphery average speed","uh062x4e35673h0",""
"MGI:3609246","Lingo3","C57BL","Early adult","JAX_PLC_005_001",0.7736818,"Free fatty acids","uh2iaq6wy9exxl7",""
"MGI:1914615","Pudp","C57BL","Early adult","ESLIM_011_001_009",0.7769432,"PP3 + pulse startle magnitude","uh3se4x67joq09r",""
"MGI:2682639","Ddx31","C57BL","Early adult","IMPC_EYE_067_001",0.5292994,"Left anterior chamber depth","uh6uodd73u82m07",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_GEL_017_002",0.4923982,"Pale yolk sac","uhdp9f96pdb7s44",""
"MGI:1934754","Kars1","C57BL","E12.5","IMPC_ABR_004_001",0.1423958,"6kHz-evoked ABR Threshold","uhkmf6ax52160x4",""
"MGI:1929743","Asb2","C57BL","E9.5","JAX_ROT_002_001",0.1221291,"Average duration","uhl0jf9rg5256o0",""
"MGI:2143484","Slc6a15","C57BL","Early adult","M-G-P_013_001_004",0.8310295,"Left Retina Pigmentation","uhzw4b1m38dfso1",""
"MGI:1914738","Calcoco1","C57BL","Early adult","IMPC_ECH_010_001",0.9627672,"LVAWs","ui0xjsq16v99ia5",""
"MGI:2141861","Ap2s1","C57BL","E12.5","JAX_URI_004_001",0.5453236,"Magnesium","ui257sa6t2cre77",""
"MGI:1929743","Asb2","C57BL","Early adult","M-G-P_013_001_007",0.7990061,"Right Retina","ui2e3h679c27cpp",""
"MGI:2145316","Txndc5","C57BL","Early adult","IMPC_OFD_007_001",0.2278911,"Whole arena resting time","ui2p86741aldj75",""
"MGI:1914391","Fbxo5","C57BL","Early adult","IMPC_OFD_019_001",0.3343702,"Number of center entries","ui46hqu5p02o1v2",""
"MGI:107448","Lyst","C57BL","Early adult","IMPC_EYE_017_001",0.7728044,"Lens Opacity","ui5l6l530al3f58",""
"MGI:1915751","Nsmce2","C57BL","Late adult","M-G-P_008_001_012",0.4796813,"Tail elevation","ui6206m855933w1",""
"MGI:1923411","Lamp5","C57BL","Early adult","IMPC_HEM_005_001",0.346012,"Mean cell volume","ui926e765gbzyym",""
"MGI:3650624","Arid3c","C57BL","Early adult","ESLIM_007_001_008",0.5146397,"Periphery permanence time","uidc5ldhjaq950e",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","IMPC_OFD_009_001",0.7512198,"Whole arena average speed","uimkpiuw58669r4",""
"MGI:2442707","Tmem72","C57BL","Early adult","IMPC_LDT_006_001",0.8710331,"Latency to first transition into dark","uinl5u869h32vt6",""
"MGI:1920136","Yju2","C57BL","Early adult","IMPC_EYE_066_001",0.6327433,"Left corneal thickness","uioy0oe9nf08655",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","IMPC_HEM_006_001",0.2345833,"Mean corpuscular hemoglobin","uiy6w9ro3yl83y6",""
"MGI:2682639","Ddx31","C57BL","E18.5","IMPC_HEM_002_001",0.5645554,"Red blood cell count","uizsyd85n3bm643",""
"MGI:2141861","AP2S1","C57BL","E12.5","IMPC_ABR_012_001",0.2108348,"30kHz-evoked ABR Threshold","uj1x5d7tl5t097m",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_EYE_066_001",0.598728,"Left corneal thickness","uj3b6f25igdt55x",""
"MGI:1914738","Calcoco1","C57BL","Middle aged adult","JAX_PLC_005_001",0.3418774,"Free fatty acids","uj8rhe8hqh357r0",""
"MGI:3710243","Myh7b","C57BL","Early adult","M-G-P_013_001_007",0.2913939,"Right Retina","ujbo5c3noq7l778",""
"MGI:1920136","Yju2","C57BL","E12.5","KMPCLA_GRS_011_001",0.5042836,"Forelimb and hindlimb grip strength normalised against body weight","uje11123ftqtp50",""
"MGI:95751","Glrb","C57BL","Early adult","IMPC_CBC_013_001",0.9168577,"Alanine aminotransferase","ujej1l35414rg09",""
"MGI:1920136","Yju2","C57BL","E12.5","IMPC_DXA_004_001",0.8755548,"Bone Mineral Density (excluding skull)","ujl86907xi575z7",""
"MGI:1298397","Sncg","C57BL","Early adult","JAX_OFD_014_001",0.4292787,"Center distance travelled","ujoid56v1jzyrjx",""
"MGI:1934754","Kars1","C57BL","Early adult","IMPC_DXA_008_001",0.2810581,"Lean/Body weight","uk0229881w3kkuc",""
"MGI:1197515","Irx1","C57BL","Early adult","IMPC_OFD_011_001",0.3999249,"Periphery resting time","uk1f22n2jg206n7",""
"MGI:1934754","Kars1","C57BL","E12.5","ESLIM_019_001_001",0.563909,"IgM","uk1j5ncd45gtyzz",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","KMPCLA_CSD_005_001",0.7805655,"Coat - color - back","uk45b809v21ph47",""
"MGI:1277178","Fam91a1","C57BL","E18.5","IMPC_HEM_007_001",0.07934253,"Mean cell hemoglobin concentration","uk60j62675zwj98",""
"MGI:1923411","Lamp5","C57BL","Early adult","IMPC_EYE_010_001",0.3306097,"Iris/Pupil","uk6d1a1s8n8e863",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_HEM_031_001",0.9384322,"Lymphocyte differential count","uk81rh88r55ef09",""
"MGI:1919669","Fam72a","C57BL","Early adult","IMPC_ACS_035_001",0.2728882,"% Pre-pulse inhibition - PPI3","uk89l7cfaz13uv1",""
"MGI:1914805","Mgat4d","C57BL","Early adult","IMPC_IPG_010_001",0.8045182,"Fasted blood glucose concentration","uk8i2iugm678472",""
"MGI:2442707","Tmem72","C57BL","Early adult","IMPC_IPG_011_001",0.6287937,"Initial response to glucose challenge","uk949q9y8hbea5r",""
"mgi:1921850","Mrpl47","C57BL","E9.5","IMPC_OFD_014_001",0.1367698,"Center distance travelled","ukf782ulvk6cw67",""
"MGI:2141861","Ap2s1","C57BL","Early adult","IMPC_FEA_015_001",0.4437024,"Cue Baseline % Freezing Time","ukhb9wa3zz1e848",""
"MGI:2442144","Taf5","C57BL","Early adult","ESLIM_008_001_008",0.8674403,"Locomotor activity","ukpvugivi1vuvzr",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_HEM_038_001",0.6652493,"Basophil differential count","ukz5861qig7gy61",""
"MGI:2443439","Itgbl1","C57BL","Early adult","IMPC_CSD_028_001",0.3001678,"Snout size","ul0747mc40ua182",""
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_XRY_033_001",0.2022142,"Tibia length","ul0u9behzzk7332",""
"MGI:1929743","Asb2","C57BL","E9.5","IMPC_FEA_015_001",0.8152598,"Cue Baseline % Freezing Time","ul303oe75yq6484",""
"MGI:106014","Nudc","C57BL","Early adult","ESLIM_008_001_008",0.4385177,"Locomotor activity","ul54cy2ls840o25",""
"MGI:1298224","Pip5k1c","C57BL","E18.5","IMPC_CSD_005_001",0.6217524,"Coat - color - back","ul934oh88t54auc",""
"MGI:1919580","Klhl40","C57BL","Early adult","IMPC_ECH_012_001",0.1562852,"LVPWs","ulg36ss6673sy46",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_ABR_010_001",0.5437293,"24kHz-evoked ABR Threshold","um3g47766wgd98w",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_DXA_009_001",0.5796698,"Fat/Body weight","um4cva73527achv",""
"MGI:1298224","Pip5k1c","C57BL","E18.5","IMPC_HEM_006_001",0.551682,"Mean corpuscular hemoglobin","um67x781d88015s",""
"MGI:1919580","Klhl40","C57BL","Early adult","IMPC_ECH_004_001",0.817796,"Ejection Fraction","um6wyylt3n7mtgp",""
"MGI:2685483","Gsg1l","C57BL","Early adult","IMPC_GEP_030_002",0.4054535,"Edema","uma6hv116008wta",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","IMPC_GEL_018_001",0.6574049,"Visceral yolk sac morphology","umg32f7t5nh68mh",""
"MGI:1197515","Irx1","C57BL","E15.5","eslim_015_001_018",0.2077581,"Triglyceride","umj2u386f3ub05o",""
"MGI:1914285","Dnajb4","C57BL","Early adult","IMPC_HEM_033_001",0.7894777,"Monocyte differential count","ummj9mk965n35o7",""
"MGI:1341851","Msl3","C57BL","Early adult","IMPC_OFD_013_001",0.2999338,"Periphery average speed","umog83frsrjm4v0",""
"MGI:87870","Acat1","C57BL","Early adult","IMPC_LDT_006_001",0.8046754,"Latency to first transition into dark","umznl6772318726",""
"MGI:1920211","Slc17a7","C57BL","E18.5","ESLIM_007_001_011",0.5885206,"Centre resting time","un1sdr4g9i07p63",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_CBC_016_001",0.07482541,"HDL-cholesterol","un406igzqcr72f5",""
"MGI:1926950","Zfp236","C57BL","E15.5","IMPC_CBC_023_001",0.2127364,"Alpha-amylase","un6oklmd3eykqi7",""
"MGI:3769724","Tomt","C57BL","Early adult","ESLIM_007_001_003",0.5698855,"Whole arena resting time","un730fv775f36ot",""
"MGI:1916286","Zg16","C57BL","Early adult","KMPCLA_CSD_008_001",0.9187882,"Coat - color pattern - back","un7bi77wb547psc",""
"MGI:1918968","Telo2","C57BL","Early adult","IMPC_EYE_059_001",0.5270817,"Mean right eye lens density","un7r58d2go7lnqo",""
